,date,scheme_code,scheme_name,nav
14736,2019-04-07,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2825.5884
14737,2019-04-08,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2826.0263
14738,2019-04-09,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2826.4785
14739,2019-04-10,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2826.9312
14740,2019-04-11,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2827.3868
14741,2019-04-12,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2827.8134
14742,2019-04-14,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2828.724
14743,2019-04-15,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2829.178
14744,2019-04-16,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2829.6337
14745,2019-04-17,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2830.0893
14746,2019-04-18,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2830.5348
14747,2019-04-21,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2831.916
14748,2019-04-22,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2832.38
14749,2019-04-23,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2832.8484
14750,2019-04-24,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2833.314
14751,2019-04-25,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2833.7779
14752,2019-04-26,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2834.2131
14753,2019-04-29,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2835.5986
14754,2019-04-30,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2836.0622
14755,2019-05-01,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2836.5258
14756,2019-05-02,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2836.9798
14757,2019-05-03,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2837.4211
14758,2019-05-05,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2838.337
14759,2019-05-06,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2838.789
14760,2019-05-07,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2839.2392
14761,2019-05-08,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2839.6913
14762,2019-05-09,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2840.1567
14763,2019-05-10,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2840.5976
14764,2019-05-12,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2841.5214
14765,2019-05-13,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2841.9775
14766,2019-05-14,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2842.4237
14767,2019-05-15,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2842.8765
14768,2019-05-16,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2843.3311
14769,2019-05-17,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2843.7616
14770,2019-05-19,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2844.6703
14771,2019-05-20,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2845.1286
14772,2019-05-21,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2845.5892
14773,2019-05-22,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2846.0482
14774,2019-05-23,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2846.5037
14775,2019-05-24,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2846.9386
14776,2019-05-26,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2847.8511
14777,2019-05-27,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2848.3084
14778,2019-05-28,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2848.7644
14779,2019-05-29,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2849.2215
14780,2019-05-30,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2849.68
14781,2019-05-31,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2850.1154
14782,2019-06-02,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2851.0283
14783,2019-06-03,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2851.4805
14784,2019-06-04,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2851.9289
14785,2019-06-05,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2852.3794
14786,2019-06-06,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2852.8267
14787,2019-06-07,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2853.2484
14788,2019-06-09,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2854.127
14789,2019-06-10,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2854.5641
14790,2019-06-11,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2855.0029
14791,2019-06-12,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2855.4413
14792,2019-06-13,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2855.8773
14793,2019-06-14,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2856.2996
14794,2019-06-16,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2857.1713
14795,2019-06-17,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2857.612
14796,2019-06-18,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2858.0486
14797,2019-06-19,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2858.4851
14798,2019-06-20,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2858.9225
14799,2019-06-21,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2859.3367
14800,2019-06-23,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2860.2161
14801,2019-06-24,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2860.6493
14802,2019-06-25,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2861.0731
14803,2019-06-26,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2861.5022
14804,2019-06-27,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2861.9306
14805,2019-06-28,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2862.3591
14806,2019-06-30,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2863.2734
14807,2019-07-01,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2863.71
14808,2019-07-02,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2864.1456
14809,2019-07-03,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2864.577
14810,2019-07-04,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2865.0055
14811,2019-07-05,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2865.4199
14812,2019-07-07,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2866.2929
14813,2019-07-08,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2866.7313
14814,2019-07-09,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2867.1697
14815,2019-07-10,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2867.6099
14816,2019-07-11,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2868.0504
14817,2019-07-12,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2868.4691
14818,2019-07-14,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2869.3467
14819,2019-07-15,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2869.7831
14820,2019-07-16,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2870.2627
14821,2019-07-17,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2870.6963
14822,2019-07-18,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2871.1319
14823,2019-07-19,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2871.5431
14824,2019-07-21,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2872.423
14825,2019-07-22,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2872.8639
14826,2019-07-23,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2873.302
14827,2019-07-24,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2873.7415
14828,2019-07-25,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2874.1798
14829,2019-07-26,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2874.5883
14830,2019-07-28,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2875.4639
14831,2019-07-29,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2875.9005
14832,2019-07-30,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2876.3387
14833,2019-07-31,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2876.7757
14834,2019-08-01,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2877.2133
14835,2019-08-02,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2877.6111
14836,2019-08-04,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2878.4824
14837,2019-08-05,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2878.9191
14838,2019-08-06,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2879.3586
14839,2019-08-07,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2879.7965
14840,2019-08-08,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2880.2108
14841,2019-08-09,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2880.5976
14842,2019-08-12,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2881.8437
14843,2019-08-13,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2882.2601
14844,2019-08-14,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2882.6764
14845,2019-08-15,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2883.0926
14846,2019-08-16,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2883.4971
14847,2019-08-18,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2884.3254
14848,2019-08-19,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2884.7358
14849,2019-08-20,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2885.1432
14850,2019-08-21,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2885.5528
14851,2019-08-22,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2885.9625
14852,2019-08-23,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2886.3534
14853,2019-08-25,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2887.1667
14854,2019-08-26,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2887.5721
14855,2019-08-27,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2887.9789
14856,2019-08-28,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2888.3862
14857,2019-08-29,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2888.7937
14858,2019-08-30,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2889.1861
14859,2019-09-02,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2890.4247
14860,2019-09-03,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2890.8379
14861,2019-09-04,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2891.2474
14862,2019-09-05,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2891.6573
14863,2019-09-06,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2892.0488
14864,2019-09-08,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2892.8652
14865,2019-09-09,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2893.2768
14866,2019-09-10,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2893.6883
14867,2019-09-11,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2894.0959
14868,2019-09-12,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2894.5027
14869,2019-09-13,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2894.8985
14870,2019-09-15,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2895.721
14871,2019-09-16,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2896.1376
14872,2019-09-17,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2896.5569
14873,2019-09-18,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2896.9769
14874,2019-09-19,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2897.3951
14875,2019-09-20,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2897.8038
14876,2019-09-22,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2898.6444
14877,2019-09-23,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2899.0635
14878,2019-09-24,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2899.479
14879,2019-09-25,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2899.8906
14880,2019-09-26,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2900.3015
14881,2019-09-27,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2900.6933
14882,2019-09-29,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2901.5154
14883,2019-09-30,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2901.9358
14884,2019-10-01,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2902.344
14885,2019-10-02,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2902.7522
14886,2019-10-03,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2903.1532
14887,2019-10-04,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2903.5306
14888,2019-10-06,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2904.3298
14889,2019-10-07,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2904.7122
14890,2019-10-08,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2905.0946
14891,2019-10-09,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2905.4796
14892,2019-10-10,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2905.8551
14893,2019-10-11,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2906.1782
14894,2019-10-13,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2906.8964
14895,2019-10-14,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2907.2608
14896,2019-10-15,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2907.6258
14897,2019-10-16,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2908.0005
14898,2019-10-17,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2908.3806
14899,2019-10-18,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2908.7497
14900,2019-10-21,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2909.9117
14901,2019-10-22,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2910.3313
14902,2019-10-23,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2910.721
14903,2019-10-24,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2911.1048
14904,2019-10-25,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2911.4727
14905,2019-10-28,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2912.6261
14906,2019-10-29,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2913.0086
14907,2019-10-30,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2913.3876
14908,2019-10-31,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2913.7657
14909,2019-11-01,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2914.131
14910,2019-11-03,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2914.8929
14911,2019-11-04,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2915.2725
14912,2019-11-05,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2915.6568
14913,2019-11-06,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2916.0438
14914,2019-11-07,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2916.4374
14915,2019-11-08,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2916.8088
14916,2019-11-10,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2917.5984
14917,2019-11-11,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2917.9913
14918,2019-11-12,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2918.3843
14919,2019-11-13,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2918.7728
14920,2019-11-14,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2919.1603
14921,2019-11-15,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2919.5441
14922,2019-11-17,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2920.3185
14923,2019-11-18,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2920.7064
14924,2019-11-19,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2921.0948
14925,2019-11-20,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2921.4854
14926,2019-11-21,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2921.8823
14927,2019-11-22,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2922.2577
14928,2019-11-24,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2923.0549
14929,2019-11-25,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2923.4504
14930,2019-11-26,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2923.8446
14931,2019-11-27,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2924.235
14932,2019-11-28,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2924.6271
14933,2019-11-29,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2925.0009
14934,2019-12-01,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2925.7764
14935,2019-12-02,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2926.1535
14936,2019-12-03,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2926.5298
14937,2019-12-04,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2926.9013
14938,2019-12-05,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2927.2753
14939,2019-12-06,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2927.6409
14940,2019-12-08,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2928.4115
14941,2019-12-09,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2928.7825
14942,2019-12-10,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2929.1612
14943,2019-12-11,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2929.5308
14944,2019-12-12,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2929.8909
14945,2019-12-13,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2930.2456
14946,2019-12-15,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2930.9974
14947,2019-12-16,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2931.3863
14948,2019-12-17,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2931.773
14949,2019-12-18,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2932.1585
14950,2019-12-19,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2932.5436
14951,2019-12-20,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2932.9133
14952,2019-12-22,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2933.6831
14953,2019-12-23,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2934.0692
14954,2019-12-24,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2934.4501
14955,2019-12-25,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2934.8309
14956,2019-12-26,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2935.2092
14957,2019-12-27,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2935.5586
14958,2019-12-29,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2936.2825
14959,2019-12-30,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2936.65
14960,2019-12-31,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2937.0344
14961,2020-01-01,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2937.4067
14962,2020-01-02,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2937.7538
14963,2020-01-03,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2938.0068
14964,2020-01-05,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2938.5693
14965,2020-01-06,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2938.8895
14966,2020-01-07,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2939.2597
14967,2020-01-08,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2939.649
14968,2020-01-09,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2940.0395
14969,2020-01-10,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2940.421
14970,2020-01-12,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2941.2008
14971,2020-01-13,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2941.5929
14972,2020-01-14,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2941.9868
14973,2020-01-15,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2942.3813
14974,2020-01-16,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2942.7689
14975,2020-01-17,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2943.1452
14976,2020-01-19,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2943.9329
14977,2020-01-20,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2944.3257
14978,2020-01-21,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2944.7188
14979,2020-01-22,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2945.116
14980,2020-01-23,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2945.5097
14981,2020-01-24,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2945.8881
14982,2020-01-26,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2946.6803
14983,2020-01-27,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2947.099
14984,2020-01-28,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2947.4922
14985,2020-01-29,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2947.8845
14986,2020-01-30,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2948.2743
14987,2020-01-31,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2948.6468
14988,2020-02-02,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2949.4446
14989,2020-02-03,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2949.8314
14990,2020-02-04,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2950.218
14991,2020-02-05,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2950.6135
14992,2020-02-06,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2951.0073
14993,2020-02-07,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2951.3841
14994,2020-02-09,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2952.1747
14995,2020-02-10,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2952.5679
14996,2020-02-11,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2952.9608
14997,2020-02-12,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2953.3521
14998,2020-02-13,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2953.7419
14999,2020-02-14,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2954.1157
15000,2020-02-16,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2954.8998
15001,2020-02-17,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2955.2932
15002,2020-02-18,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2955.6828
15003,2020-02-19,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2956.0724
15004,2020-02-20,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2956.4641
15005,2020-02-23,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2957.6656
15006,2020-02-24,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2958.064
15007,2020-02-25,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2958.4597
15008,2020-02-26,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2958.848
15009,2020-02-27,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2959.2339
15010,2020-02-28,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2959.6079
15011,2020-03-01,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2960.38
15012,2020-03-02,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2960.7652
15013,2020-03-03,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2961.1385
15014,2020-03-04,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2961.5216
15015,2020-03-05,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2961.9058
15016,2020-03-06,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2962.2634
15017,2020-03-08,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2963.0396
15018,2020-03-09,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2963.432
15019,2020-03-10,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2963.8245
15020,2020-03-11,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2964.2161
15021,2020-03-12,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2964.5947
15022,2020-03-13,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2964.9676
15023,2020-03-15,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2965.737
15024,2020-03-16,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2966.1226
15025,2020-03-17,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2966.503
15026,2020-03-18,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2966.873
15027,2020-03-19,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2967.2236
15028,2020-03-20,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2967.5695
15029,2020-03-22,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2968.2888
15030,2020-03-23,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2968.5789
15031,2020-03-24,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2968.6625
15032,2020-03-25,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2968.7452
15033,2020-03-26,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2968.803
15034,2020-03-27,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2968.8581
15035,2020-03-29,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2968.9879
15036,2020-03-30,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2969.0498
15037,2020-03-31,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2969.1181
15038,2020-04-01,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2969.1865
15039,2020-04-02,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2969.2549
15040,2020-04-03,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2969.4228
15041,2020-04-06,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2969.9576
15042,2020-04-07,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2970.1551
15043,2020-04-08,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2970.3756
15044,2020-04-09,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2970.5987
15045,2020-04-12,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2971.2866
15046,2020-04-13,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2971.5345
15047,2020-04-14,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2971.7824
15048,2020-04-15,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2972.058
15049,2020-04-16,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2972.3368
15050,2020-04-17,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2972.5627
15051,2020-04-19,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2973.0329
15052,2020-04-20,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2973.2718
15053,2020-04-21,119110,HDFC Overnight Fund - Growth Option - Direct Plan,2973.5341
